book|chapter|verse|recovery_version|nestle1904
Luke|18|17|Truly I say to you, Whoever does not receive the kingdom of God like a little child shall by no means enter into it.|ἀμὴν λέγω ὑμῖν, ὃς ἂν μὴ δέξηται τὴν βασιλείαν τοῦ Θεοῦ ὡς παιδίον, οὐ μὴ εἰσέλθῃ εἰς αὐτήν.
Luke|18|18|And a certain ruler questioned Him, saying, Good Teacher, what shall I do to inherit eternal life?|Καὶ ἐπηρώτησέν τις αὐτὸν ἄρχων λέγων Διδάσκαλε ἀγαθέ, τί ποιήσας ζωὴν αἰώνιον κληρονομήσω;
Luke|18|19|But Jesus said to him, Why do you call Me good? No one is good except One — God.|εἶπεν δὲ αὐτῷ ὁ Ἰησοῦς Τί με λέγεις ἀγαθόν; οὐδεὶς ἀγαθὸς εἰ μὴ εἷς ὁ Θεός.
Luke|18|20|You know the commandments: “Do not commit adultery, do not murder, do not steal, do not bear false witness, honor your father and mother.”|τὰς ἐντολὰς οἶδας Μὴ μοιχεύσῃς, Μὴ φονεύσῃς, Μὴ κλέψῃς, Μὴ ψευδομαρτυρήσῃς, Τίμα τὸν πατέρα σου καὶ τὴν μητέρα.
Luke|18|21|And he said, All these things I have kept from my youth.|ὁ δὲ εἶπεν Ταῦτα πάντα ἐφύλαξα ἐκ νεότητος.
Luke|18|22|And hearing this, Jesus said to him, Still you lack one thing: all that you have, sell and distribute to the poor, and you will have treasure in the heavens; and come, follow Me.|ἀκούσας δὲ ὁ Ἰησοῦς εἶπεν αὐτῷ Ἔτι ἕν σοι λείπει· πάντα ὅσα ἔχεις πώλησον καὶ διάδος πτωχοῖς, καὶ ἕξεις θησαυρὸν ἐν τοῖς οὐρανοῖς, καὶ δεῦρο ἀκολούθει μοι.
Luke|18|23|But when he heard these things, he became very sorrowful, for he was exceedingly rich.|ὁ δὲ ἀκούσας ταῦτα περίλυπος ἐγενήθη, ἦν γὰρ πλούσιος σφόδρα.
Luke|18|24|And Jesus, seeing that he became very sorrowful, said, How difficult it is for those who have riches to go into the kingdom of God.|ἰδὼν δὲ αὐτὸν ὁ Ἰησοῦς εἶπεν Πῶς δυσκόλως οἱ τὰ χρήματα ἔχοντες εἰς τὴν βασιλείαν τοῦ Θεοῦ εἰσπορεύονται·
Luke|18|25|For it is easier for a camel to enter through the eye of a needle than for a rich man to enter into the kingdom of God.|εὐκοπώτερον γάρ ἐστιν κάμηλον διὰ τρήματος βελόνης εἰσελθεῖν ἢ πλούσιον εἰς τὴν βασιλείαν τοῦ Θεοῦ εἰσελθεῖν.
Luke|18|26|And those who heard said, Then who can be saved?|εἶπαν δὲ οἱ ἀκούσαντες Καὶ τίς δύναται σωθῆναι;
Luke|18|27|But He said, The things that are impossible with men are possible with God.|ὁ δὲ εἶπεν Τὰ ἀδύνατα παρὰ ἀνθρώποις δυνατὰ παρὰ τῷ Θεῷ ἐστιν.
Luke|18|28|And Peter said, Behold, we have left our own things and have followed You.|Εἶπεν δὲ ὁ Πέτρος Ἰδοὺ ἡμεῖς ἀφέντες τὰ ἴδια ἠκολουθήσαμέν σοι.
Luke|18|29|And He said to them, Truly I say to you that there is no one who has left house or wife or brothers or parents or children for the sake of the kingdom of God,|ὁ δὲ εἶπεν αὐτοῖς Ἀμὴν λέγω ὑμῖν ὅτι οὐδείς ἐστιν ὃς ἀφῆκεν οἰκίαν ἢ γυναῖκα ἢ ἀδελφοὺς ἢ γονεῖς ἢ τέκνα ἕνεκεν τῆς βασιλείας τοῦ Θεοῦ,
Luke|18|30|Who shall not by all means receive back many times as much in this time, and in the coming age, eternal life.|ὃς οὐχὶ μὴ λάβῃ πολλαπλασίονα ἐν τῷ καιρῷ τούτῳ καὶ ἐν τῷ αἰῶνι τῷ ἐρχομένῳ ζωὴν αἰώνιον.
Luke|18|31|And taking the twelve aside, He said to them, Behold we are going up to Jerusalem, and all things which have been written through the prophets regarding the Son of Man will be accomplished,|Παραλαβὼν δὲ τοὺς δώδεκα εἶπεν πρὸς αὐτούς Ἰδοὺ ἀναβαίνομεν εἰς Ἱερουσαλήμ, καὶ τελεσθήσεται πάντα τὰ γεγραμμένα διὰ τῶν προφητῶν τῷ Υἱῷ τοῦ ἀνθρώπου·
Luke|18|32|For He will be delivered up to the Gentiles and will be mocked and outrageously treated and spat upon;|παραδοθήσεται γὰρ τοῖς ἔθνεσιν καὶ ἐμπαιχθήσεται καὶ ὑβρισθήσεται καὶ ἐμπτυσθήσεται,
Luke|18|33|And when they have scourged Him, they will kill Him; and on the third day He will rise.|καὶ μαστιγώσαντες ἀποκτενοῦσιν αὐτόν, καὶ τῇ ἡμέρᾳ τῇ τρίτῃ ἀναστήσεται.
Luke|18|34|And they understood none of these things, and this saying was hidden from them, and they did not know what was being said.|καὶ αὐτοὶ οὐδὲν τούτων συνῆκαν, καὶ ἦν τὸ ῥῆμα τοῦτο κεκρυμμένον ἀπ’ αὐτῶν, καὶ οὐκ ἐγίνωσκον τὰ λεγόμενα.
Luke|18|35|And as He drew near to Jericho, a certain blind man was sitting by the road, begging.|Ἐγένετο δὲ ἐν τῷ ἐγγίζειν αὐτὸν εἰς Ἱερειχὼ τυφλός τις ἐκάθητο παρὰ τὴν ὁδὸν ἐπαιτῶν.
Luke|18|36|And hearing a crowd going by, he inquired what this might be.|ἀκούσας δὲ ὄχλου διαπορευομένου ἐπυνθάνετο τί εἴη τοῦτο.
Luke|18|37|And they told him that Jesus the Nazarene was passing by.|ἀπήγγειλαν δὲ αὐτῷ ὅτι Ἰησοῦς ὁ Ναζωραῖος παρέρχεται.
Luke|18|38|And he shouted, saying, Jesus, Son of David, have mercy on me!|καὶ ἐβόησεν λέγων Ἰησοῦ υἱὲ Δαυείδ, ἐλέησόν με.
Luke|18|39|And those going before rebuked him so that he would be silent, but he cried out much more, Son of David, have mercy on me!|καὶ οἱ προάγοντες ἐπετίμων αὐτῷ ἵνα σιγήσῃ· αὐτὸς δὲ πολλῷ μᾶλλον ἔκραζεν Υἱὲ Δαυείδ, ἐλέησόν με.
Luke|18|40|And Jesus, standing still, commanded that he be led to Him. And when he drew near, He questioned him,|σταθεὶς δὲ ὁ Ἰησοῦς ἐκέλευσεν αὐτὸν ἀχθῆναι πρὸς αὐτόν. ἐγγίσαντος δὲ αὐτοῦ ἐπηρώτησεν αὐτόν
Luke|18|41|What do you want Me to do for you? And he said, Lord, that I may receive my sight!|Τί σοι θέλεις ποιήσω; ὁ δὲ εἶπεν Κύριε, ἵνα ἀναβλέψω.
Luke|18|42|And Jesus said to him, Receive your sight; your faith has healed you.|καὶ ὁ Ἰησοῦς εἶπεν αὐτῷ Ἀνάβλεψον· ἡ πίστις σου σέσωκέν σε.
Luke|18|43|And instantly he received his sight and followed Him, glorifying God. And all the people, seeing it, gave praise to God.|καὶ παραχρῆμα ἀνέβλεψεν, καὶ ἠκολούθει αὐτῷ δοξάζων τὸν Θεόν. καὶ πᾶς ὁ λαὸς ἰδὼν ἔδωκεν αἶνον τῷ Θεῷ.
Luke|19|1|And He entered and was passing through Jericho.|Καὶ εἰσελθὼν διήρχετο τὴν Ἱερειχώ.
Luke|19|2|And behold, there was a man whose name was called Zaccheus; and he was a chief tax collector, and he was rich.|Καὶ ἰδοὺ ἀνὴρ ὀνόματι καλούμενος Ζακχαῖος, καὶ αὐτὸς ἦν ἀρχιτελώνης, καὶ αὐτὸς πλούσιος·
Luke|19|3|And he was seeking to see Jesus, who He was, and could not because of the crowd, for he was small in stature.|καὶ ἐζήτει ἰδεῖν τὸν Ἰησοῦν τίς ἐστιν, καὶ οὐκ ἠδύνατο ἀπὸ τοῦ ὄχλου, ὅτι τῇ ἡλικίᾳ μικρὸς ἦν.
Luke|19|4|And he ran on ahead and climbed up in a sycamore tree in order to see Him, for He was about to pass through that way.|καὶ προδραμὼν εἰς τὸ ἔμπροσθεν ἀνέβη ἐπὶ συκομορέαν, ἵνα ἴδῃ αὐτόν, ὅτι ἐκείνης ἤμελλεν διέρχεσθαι.
Luke|19|5|And as He came to the place, Jesus looked up and said to him, Zaccheus, hurry and come down, for today I must stay in your house.|καὶ ὡς ἦλθεν ἐπὶ τὸν τόπον, ἀναβλέψας ὁ Ἰησοῦς εἶπεν πρὸς αὐτόν Ζακχαῖε, σπεύσας κατάβηθι· σήμερον γὰρ ἐν τῷ οἴκῳ σου δεῖ με μεῖναι.
Luke|19|6|And he hurried and came down, and received Him, rejoicing.|καὶ σπεύσας κατέβη, καὶ ὑπεδέξατο αὐτὸν χαίρων.
Luke|19|7|And when they saw it, they all murmured, saying, He has gone in to lodge with a sinful man.|καὶ ἰδόντες πάντες διεγόγγυζον λέγοντες ὅτι Παρὰ ἁμαρτωλῷ ἀνδρὶ εἰσῆλθεν καταλῦσαι.
Luke|19|8|And Zaccheus stood and said to the Lord, Behold, the half of my possessions, Lord, I give to the poor, and if I have taken anything from anyone by false accusation, I restore four times as much.|σταθεὶς δὲ Ζακχαῖος εἶπεν πρὸς τὸν Κύριον Ἰδοὺ τὰ ἡμίσειά μου τῶν ὑπαρχόντων, Κύριε, τοῖς πτωχοῖς δίδωμι, καὶ εἴ τινός τι ἐσυκοφάντησα ἀποδίδωμι τετραπλοῦν.
Luke|19|9|And Jesus said to him, Today salvation has come to this house, because he also is a son of Abraham.|εἶπεν δὲ πρὸς αὐτὸν ὁ Ἰησοῦς ὅτι Σήμερον σωτηρία τῷ οἴκῳ τούτῳ ἐγένετο, καθότι καὶ αὐτὸς υἱὸς Ἀβραάμ ἐστιν·
Luke|19|10|For the Son of Man has come to seek and to save that which is lost.|ἦλθεν γὰρ ὁ Υἱὸς τοῦ ἀνθρώπου ζητῆσαι καὶ σῶσαι τὸ ἀπολωλός.
Luke|19|11|And as they were listening to these things, He spoke further a parable, because He was near Jerusalem and they supposed that the kingdom of God was to appear immediately.|Ἀκουόντων δὲ αὐτῶν ταῦτα προσθεὶς εἶπεν παραβολὴν, διὰ τὸ ἐγγὺς εἶναι Ἱερουσαλὴμ αὐτὸν καὶ δοκεῖν αὐτοὺς ὅτι παραχρῆμα μέλλει ἡ βασιλεία τοῦ Θεοῦ ἀναφαίνεσθαι·
Luke|19|12|He said therefore, A certain man of noble birth went to a distant country to receive for himself a kingdom and to return.|εἶπεν οὖν Ἄνθρωπός τις εὐγενὴς ἐπορεύθη εἰς χώραν μακρὰν λαβεῖν ἑαυτῷ βασιλείαν καὶ ὑποστρέψαι.
Luke|19|13|And he called ten of his own slaves and gave them ten minas, and he said to them, Do business until I come.|καλέσας δὲ δέκα δούλους ἑαυτοῦ ἔδωκεν αὐτοῖς δέκα μνᾶς, καὶ εἶπεν πρὸς αὐτούς Πραγματεύσασθε ἐν ᾧ ἔρχομαι.
Luke|19|14|But his citizens hated him and sent an envoy after him, saying, We do not want this man to reign over us.|οἱ δὲ πολῖται αὐτοῦ ἐμίσουν αὐτόν, καὶ ἀπέστειλαν πρεσβείαν ὀπίσω αὐτοῦ λέγοντες Οὐ θέλομεν τοῦτον βασιλεῦσαι ἐφ’ ἡμᾶς.
Luke|19|15|And when he came back, having received the kingdom, he commanded that those slaves to whom he had given the money should be called to him so that he might know what they had gained by doing business.|καὶ ἐγένετο ἐν τῷ ἐπανελθεῖν αὐτὸν λαβόντα τὴν βασιλείαν καὶ εἶπεν φωνηθῆναι αὐτῷ τοὺς δούλους τούτους οἷς δεδώκει τὸ ἀργύριον, ἵνα γνοῖ τίς τί διεπραγματεύσατο.
Luke|19|16|And the first appeared, saying, Master, your mina has gained ten minas.|παρεγένετο δὲ ὁ πρῶτος λέγων Κύριε, ἡ μνᾶ σου δέκα προσηργάσατο μνᾶς.
Luke|19|17|And he said to him, Well done, good slave. Because you have become faithful in the least, have authority over ten cities.|καὶ εἶπεν αὐτῷ Εὖγε, ἀγαθὲ δοῦλε, ὅτι ἐν ἐλαχίστῳ πιστὸς ἐγένου, ἴσθι ἐξουσίαν ἔχων ἐπάνω δέκα πόλεων.
Luke|19|18|And the second came, saying, Your mina, master, has made five minas.|καὶ ἦλθεν ὁ δεύτερος λέγων Ἡ μνᾶ σου, κύριε, ἐποίησεν πέντε μνᾶς.
Luke|19|19|And he said to this one as well, And you, be over five cities.|εἶπεν δὲ καὶ τούτῳ Καὶ σὺ ἐπάνω γίνου πέντε πόλεων.
Luke|19|20|And the other came, saying, Master, behold your mina, which I kept laid away in a handkerchief;|καὶ ὁ ἕτερος ἦλθεν λέγων Κύριε, ἰδοὺ ἡ μνᾶ σου, ἣν εἶχον ἀποκειμένην ἐν σουδαρίῳ·
Luke|19|21|For I was afraid of you, because you are a harsh man: you withdraw what you did not deposit, and you reap what you did not sow.|ἐφοβούμην γάρ σε, ὅτι ἄνθρωπος αὐστηρὸς εἶ, αἴρεις ὃ οὐκ ἔθηκας, καὶ θερίζεις ὃ οὐκ ἔσπειρας.
Luke|19|22|He said to him, Out of your mouth I will judge you, wicked slave. You knew that I am a harsh man, withdrawing what I did not deposit and reaping what I did not sow.|λέγει αὐτῷ Ἐκ τοῦ στόματός σου κρίνω σε, πονηρὲ δοῦλε. ᾔδεις ὅτι ἐγὼ ἄνθρωπος αὐστηρός εἰμι, αἴρων ὃ οὐκ ἔθηκα καὶ θερίζων ὃ οὐκ ἔσπειρα;
Luke|19|23|Why then did you not put my money in the bank, and when I came, I would have collected it with interest?|καὶ διὰ τί οὐκ ἔδωκάς μου τὸ ἀργύριον ἐπὶ τράπεζαν; κἀγὼ ἐλθὼν σὺν τόκῳ ἂν αὐτὸ ἔπραξα.
Luke|19|24|And to those standing by he said, Take the mina away from him, and give it to the one who has the ten minas.|καὶ τοῖς παρεστῶσιν εἶπεν Ἄρατε ἀπ’ αὐτοῦ τὴν μνᾶν καὶ δότε τῷ τὰς δέκα μνᾶς ἔχοντι.
Luke|19|25|And they said to him, Master, he has ten minas.|καὶ εἶπαν αὐτῷ Κύριε, ἔχει δέκα μνᾶς.
Luke|19|26|I tell you that to everyone who has, more shall be given, but from him who does not have, even that which he has shall be taken away.|λέγω ὑμῖν ὅτι παντὶ τῷ ἔχοντι δοθήσεται, ἀπὸ δὲ τοῦ μὴ ἔχοντος καὶ ὃ ἔχει ἀρθήσεται.
Luke|19|27|However, these enemies of mine, who did not want me to reign over them, bring them here and slay them before me.|πλὴν τοὺς ἐχθρούς μου τούτους τοὺς μὴ θελήσαντάς με βασιλεῦσαι ἐπ’ αὐτοὺς ἀγάγετε ὧδε καὶ κατασφάξατε αὐτοὺς ἔμπροσθέν μου.
Luke|19|28|And having said these things, He went on before them, going up to Jerusalem.|Καὶ εἰπὼν ταῦτα ἐπορεύετο ἔμπροσθεν ἀναβαίνων εἰς Ἱεροσόλυμα.
Luke|19|29|And as He drew near to Bethphage and Bethany, near the mount which is called Olivet, He sent two of the disciples,|Καὶ ἐγένετο ὡς ἤγγισεν εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ ὄρος τὸ καλούμενον Ἐλαιῶν, ἀπέστειλεν δύο τῶν μαθητῶν
Luke|19|30|Saying, Go into the village opposite you, in which, as you are entering, you will find a colt tied, on which no man has ever yet sat; untie it and lead it here.|λέγων Ὑπάγετε εἰς τὴν κατέναντι κώμην, ἐν ᾗ εἰσπορευόμενοι εὑρήσετε πῶλον δεδεμένον, ἐφ’ ὃν οὐδεὶς πώποτε ἀνθρώπων ἐκάθισεν, καὶ λύσαντες αὐτὸν ἀγάγετε.
Luke|19|31|And if anyone asks you, Why are you untying it? thus shall you say, Because the Lord has need of it.|καὶ ἐάν τις ὑμᾶς ἐρωτᾷ Διὰ τί λύετε; οὕτως ἐρεῖτε ὅτι Ὁ Κύριος αὐτοῦ χρείαν ἔχει.
Luke|19|32|And those who were sent went away and found it even as He had told them.|ἀπελθόντες δὲ οἱ ἀπεσταλμένοι εὗρον καθὼς εἶπεν αὐτοῖς.
Luke|19|33|And as they were untying the colt, its masters said to them, Why are you untying the colt?|λυόντων δὲ αὐτῶν τὸν πῶλον εἶπαν οἱ κύριοι αὐτοῦ πρὸς αὐτούς Τί λύετε τὸν πῶλον;
Luke|19|34|And they said, Because the Lord has need of it.|οἱ δὲ εἶπαν ὅτι Ὁ Κύριος αὐτοῦ χρείαν ἔχει.
Luke|19|35|And they brought it to Jesus. And when they had thrown their garments on the colt, they put Jesus on it.|καὶ ἤγαγον αὐτὸν πρὸς τὸν Ἰησοῦν, καὶ ἐπιρίψαντες αὐτῶν τὰ ἱμάτια ἐπὶ τὸν πῶλον ἐπεβίβασαν τὸν Ἰησοῦν.
Luke|19|36|And as He went, they spread their own garments in the road.|πορευομένου δὲ αὐτοῦ ὑπεστρώννυον τὰ ἱμάτια ἑαυτῶν ἐν τῇ ὁδῷ.
Luke|19|37|And as He was already drawing near to the descent of the Mount of Olives, all the multitude of the disciples began to rejoice and praise God with a loud voice for all the works of power which they had seen,|ἐγγίζοντος δὲ αὐτοῦ ἤδη πρὸς τῇ καταβάσει τοῦ ὄρους τῶν Ἐλαιῶν ἤρξαντο ἅπαν τὸ πλῆθος τῶν μαθητῶν χαίροντες αἰνεῖν τὸν Θεὸν φωνῇ μεγάλῃ περὶ πασῶν ὧν εἶδον δυνάμεων,
Luke|19|38|Saying, Blessed is the King who comes in the name of the Lord! Peace in heaven and glory in the highest!|λέγοντες Εὐλογημένος ὁ ἐρχόμενος, ὁ Βασιλεὺς ἐν ὀνόματι Κυρίου· ἐν οὐρανῷ εἰρήνη καὶ δόξα ἐν ὑψίστοις.
Luke|19|39|And some of the Pharisees from the crowd said to Him, Teacher, rebuke Your disciples.|καί τινες τῶν Φαρισαίων ἀπὸ τοῦ ὄχλου εἶπαν πρὸς αὐτόν Διδάσκαλε, ἐπιτίμησον τοῖς μαθηταῖς σου.
Luke|19|40|And He answered and said, I tell you, If these shall be silent, the stones will cry out.|καὶ ἀποκριθεὶς εἶπεν Λέγω ὑμῖν ἐὰν οὗτοι σιωπήσουσιν, οἱ λίθοι κράξουσιν.
Luke|19|41|And as He drew near, He saw the city and wept over it,|Καὶ ὡς ἤγγισεν, ἰδὼν τὴν πόλιν ἔκλαυσεν ἐπ’ αὐτήν,
Luke|19|42|Saying, If you knew in this day, even you, the things that are for your peace! But now they have been hidden from your eyes.|λέγων ὅτι Εἰ ἔγνως ἐν τῇ ἡμέρᾳ ταύτῃ καὶ σὺ τὰ πρὸς εἰρήνην· νῦν δὲ ἐκρύβη ἀπὸ ὀφθαλμῶν σου.
Luke|19|43|For the days will come upon you when your enemies will throw up a rampart before you, and will encircle you, and will press you in on every side,|ὅτι ἥξουσιν ἡμέραι ἐπὶ σὲ καὶ παρεμβαλοῦσιν οἱ ἐχθροί σου χάρακά σοι καὶ περικυκλώσουσίν σε καὶ συνέξουσίν σε πάντοθεν,
Luke|19|44|And they will level you to the ground and your children within you, and they will not leave a stone upon a stone in you, because you did not know the time of your visitation.|καὶ ἐδαφιοῦσίν σε καὶ τὰ τέκνα σου ἐν σοί, καὶ οὐκ ἀφήσουσιν λίθον ἐπὶ λίθον ἐν σοί, ἀνθ’ ὧν οὐκ ἔγνως τὸν καιρὸν τῆς ἐπισκοπῆς σου.
Luke|19|45|And He entered into the temple and began to cast out those who were selling,|Καὶ εἰσελθὼν εἰς τὸ ἱερὸν ἤρξατο ἐκβάλλειν τοὺς πωλοῦντας,
Luke|19|46|Saying to them, It is written, “And My house shall be a house of prayer,” but you have made it a den of robbers.|λέγων αὐτοῖς Γέγραπται Καὶ ἔσται ὁ οἶκός μου οἶκος προσευχῆς· ὑμεῖς δὲ αὐτὸν ἐποιήσατε σπήλαιον λῃστῶν.
Luke|19|47|And He taught daily in the temple. But the chief priests and the scribes and the leaders of the people sought to destroy Him;|Καὶ ἦν διδάσκων τὸ καθ’ ἡμέραν ἐν τῷ ἱερῷ· οἱ δὲ ἀρχιερεῖς καὶ οἱ γραμματεῖς ἐζήτουν αὐτὸν ἀπολέσαι καὶ οἱ πρῶτοι τοῦ λαοῦ,
Luke|19|48|Yet they could not find anything that they might do, for all the people were hanging upon Him, listening.|καὶ οὐχ εὕρισκον τὸ τί ποιήσωσιν· ὁ λαὸς γὰρ ἅπας ἐξεκρέμετο αὐτοῦ ἀκούων.
Luke|20|1|And on one of the days, as He was teaching the people in the temple and announcing the good news, the chief priests and the scribes with the elders came upon Him,|Καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν διδάσκοντος αὐτοῦ τὸν λαὸν ἐν τῷ ἱερῷ καὶ εὐαγγελιζομένου ἐπέστησαν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς σὺν τοῖς πρεσβυτέροις,
Luke|20|2|And spoke, saying to Him, Tell us by what authority You do these things, or who is the one who gave You this authority?|καὶ εἶπαν λέγοντες πρὸς αὐτόν Εἰπὸν ἡμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς, ἢ τίς ἐστιν ὁ δούς σοι τὴν ἐξουσίαν ταύτην;
Luke|20|3|And He answered and said to them, I also will ask you one thing, and you tell Me:|ἀποκριθεὶς δὲ εἶπεν πρὸς αὐτούς Ἐρωτήσω ὑμᾶς κἀγὼ λόγον, καὶ εἴπατέ μοι
Luke|20|4|The baptism of John, was it from heaven or from men?|Τὸ βάπτισμα Ἰωάνου ἐξ οὐρανοῦ ἦν ἢ ἐξ ἀνθρώπων;
Luke|20|5|And they reasoned together among themselves, saying, If we say, From heaven, He will say, Why did you not believe him?|οἱ δὲ συνελογίσαντο πρὸς ἑαυτοὺς λέγοντες ὅτι Ἐὰν εἴπωμεν Ἐξ οὐρανοῦ, ἐρεῖ Διὰ τί οὐκ ἐπιστεύσατε αὐτῷ;
Luke|20|6|But if we say, From men, all the people will stone us to death, for they are persuaded that John was a prophet.|ἐὰν δὲ εἴπωμεν Ἐξ ἀνθρώπων, ὁ λαὸς ἅπας καταλιθάσει ἡμᾶς· πεπεισμένος γάρ ἐστιν Ἰωάνην προφήτην εἶναι.
Luke|20|7|And they answered that they did not know where it was from.|καὶ ἀπεκρίθησαν μὴ εἰδέναι πόθεν.
Luke|20|8|And Jesus said to them, Neither do I tell you by what authority I do these things.|καὶ ὁ Ἰησοῦς εἶπεν αὐτοῖς Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.
Luke|20|9|And He began to speak to the people this parable: A certain man planted a vineyard and leased it out to vinedressers and went abroad for a considerable time.|Ἤρξατο δὲ πρὸς τὸν λαὸν λέγειν τὴν παραβολὴν ταύτην. ἄνθρωπος ἐφύτευσεν ἀμπελῶνα, καὶ ἐξέδετο αὐτὸν γεωργοῖς, καὶ ἀπεδήμησεν χρόνους ἱκανούς.
Luke|20|10|And at the proper time he sent a slave to the vinedressers so that they might give him some of the fruit of the vineyard; but the vinedressers beat him and sent him away empty-handed.|καὶ καιρῷ ἀπέστειλεν πρὸς τοὺς γεωργοὺς δοῦλον, ἵνα ἀπὸ τοῦ καρποῦ τοῦ ἀμπελῶνος δώσουσιν αὐτῷ· οἱ δὲ γεωργοὶ ἐξαπέστειλαν αὐτὸν δείραντες κενόν.
Luke|20|11|And he went on to send another slave, but they beat that one also, and dishonored him, and sent him away empty-handed.|καὶ προσέθετο ἕτερον πέμψαι δοῦλον· οἱ δὲ κἀκεῖνον δείραντες καὶ ἀτιμάσαντες ἐξαπέστειλαν κενόν.
Luke|20|12|And he went on to send a third, but that one also they wounded and threw out.|καὶ προσέθετο τρίτον πέμψαι· οἱ δὲ καὶ τοῦτον τραυματίσαντες ἐξέβαλον.
Luke|20|13|And the master of the vineyard said, What shall I do? I will send my son, the beloved; they will probably respect this one.|εἶπεν δὲ ὁ κύριος τοῦ ἀμπελῶνος Τί ποιήσω; πέμψω τὸν υἱόν μου τὸν ἀγαπητόν· ἴσως τοῦτον ἐντραπήσονται.
Luke|20|14|But when the vinedressers saw him, they reasoned with one another, saying, This is the heir; let us kill him that the inheritance may become ours.|ἰδόντες δὲ αὐτὸν οἱ γεωργοὶ διελογίζοντο πρὸς ἀλλήλους λέγοντες Οὗτός ἐστιν ὁ κληρονόμος· ἀποκτείνωμεν αὐτόν, ἵνα ἡμῶν γένηται ἡ κληρονομία.
Luke|20|15|And they threw him out of the vineyard and killed him. What then will the master of the vineyard do to them?|καὶ ἐκβαλόντες αὐτὸν ἔξω τοῦ ἀμπελῶνος ἀπέκτειναν. τί οὖν ποιήσει αὐτοῖς ὁ κύριος τοῦ ἀμπελῶνος;
Luke|20|16|He will come and destroy these vinedressers and will give the vineyard to others. And when they heard this, they said, May it never happen!|ἐλεύσεται καὶ ἀπολέσει τοὺς γεωργοὺς τούτους, καὶ δώσει τὸν ἀμπελῶνα ἄλλοις. ἀκούσαντες δὲ εἶπαν Μὴ γένοιτο.
Luke|20|17|But He looked at them, and said, What then is this that is written, “The stone which the builders rejected, this has become the head of the corner”?|ὁ δὲ ἐμβλέψας αὐτοῖς εἶπεν Τί οὖν ἐστιν τὸ γεγραμμένον τοῦτο Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας;
Luke|20|18|Everyone who falls on that stone shall be broken to pieces; but on whomever it falls, it shall crush him to powder and scatter him like chaff.|πᾶς ὁ πεσὼν ἐπ’ ἐκεῖνον τὸν λίθον συνθλασθήσεται· ἐφ’ ὃν δ’ ἂν πέσῃ, λικμήσει αὐτόν.
Luke|20|19|And the scribes and the chief priests sought to lay hands on Him in that hour; yet they feared the people, for they perceived that it was with them in view that He spoke this parable.|Καὶ ἐζήτησαν οἱ γραμματεῖς καὶ οἱ ἀρχιερεῖς ἐπιβαλεῖν ἐπ’ αὐτὸν τὰς χεῖρας ἐν αὐτῇ τῇ ὥρᾳ, καὶ ἐφοβήθησαν τὸν λαόν· ἔγνωσαν γὰρ ὅτι πρὸς αὐτοὺς εἶπεν τὴν παραβολὴν ταύτην.
Luke|20|20|And they watched Him closely and sent spies who feigned themselves to be righteous, in order that they might lay hold on some word of His, so as to deliver Him up to the rule and authority of the governor.|Καὶ παρατηρήσαντες ἀπέστειλαν ἐνκαθέτους ὑποκρινομένους ἑαυτοὺς δικαίους εἶναι, ἵνα ἐπιλάβωνται αὐτοῦ λόγου, ὥστε παραδοῦναι αὐτὸν τῇ ἀρχῇ καὶ τῇ ἐξουσίᾳ τοῦ ἡγεμόνος.
Luke|20|21|And they questioned Him, saying, Teacher, we know that You speak and teach correctly, and do not accept man’s person, but teach the way of God in truth.|καὶ ἐπηρώτησαν αὐτὸν λέγοντες Διδάσκαλε, οἴδαμεν ὅτι ὀρθῶς λέγεις καὶ διδάσκεις καὶ οὐ λαμβάνεις πρόσωπον, ἀλλ’ ἐπ’ ἀληθείας τὴν ὁδὸν τοῦ Θεοῦ διδάσκεις·
Luke|20|22|Is it lawful for us to pay taxes to Caesar, or not?|ἔξεστιν ἡμᾶς Καίσαρι φόρον δοῦναι ἢ οὔ;
Luke|20|23|But He perceived their craftiness and said to them,|κατανοήσας δὲ αὐτῶν τὴν πανουργίαν εἶπεν πρὸς αὐτούς
Luke|20|24|Show Me a denarius. Whose image and inscription does it have? And they said, Caesar’s.|Δείξατέ μοι δηνάριον· τίνος ἔχει εἰκόνα καὶ ἐπιγραφήν; οἱ δὲ εἶπαν Καίσαρος.
Luke|20|25|And He said to them, Therefore render the things that are Caesar’s to Caesar, and the things that are God’s to God.|ὁ δὲ εἶπεν πρὸς αὐτούς Τοίνυν ἀπόδοτε τὰ Καίσαρος Καίσαρι καὶ τὰ τοῦ Θεοῦ τῷ Θεῷ.
